Timestamp,Machine_ID,Temperature_C,Pressure_psi,Vibration_mm_s,Status,Power_Consumption_kW,Oil_Level,Error_Code,Production_Rate_units_min,Motor_Speed_RPM,Ambient_Temperature_C,Ambient_Humidity_percent,Part_Count,Voltage_V
2024-01-01 00:00:12,3,30.706955361233135,149.21906563093017,3.354653964770545,Warning,96.72337050434034,75.58853215852949,0,194,2542,24.831579690084634,43.12655753557805,2540,213.2820873453389
2024-01-01 00:00:13,3,32.70646693416642,123.4273474895736,0.33586418447504485,Normal,150.0,73.43848458364207,50,107,1180,16.773813512461818,35.88727879226105,4236,232.28034167501553
2024-01-01 00:00:14,4,23.92973933912422,,0.270577339018247,Normal,41.120143218306154,39.764296487628,77,95,2006,21.048741293313153,37.274777895791956,3104,213.99685016448083
2024-01-01 00:00:15,1,24.23491724104839,142.43762333344216,2.9323388602027363,Normal,52.88982236122949,68.28167235563484,8,140,2215,22.97382067242726,52.3702863124081,2271,201.1904459066911
2024-01-01 00:00:16,4,20.829946510198127,125.57597787314369,4.43648005252104,Normal,37.87871755528731,73.4665108347521,98,156,2344,21.28556142713536,52.57540903731034,2765,213.47617713278458
2024-01-01 00:00:17,4,26.441350703914594,135.3343854230272,2.642410004797735,Normal,37.881056230522375,57.09529826754127,15,166,2566,23.96936184431286,61.59763124209303,2052,234.01303604614483
2024-01-01 00:00:18,4,31.1948932266735,109.63760052063562,4.389095862850358,Normal,25.851574602093372,53.33475156248692,72,184,909,21.00707981387199,39.91937136813314,2591,235.03553889546689
2024-01-01 00:00:19,3,37.15869827994658,134.41983524634543,4.054956365276197,Normal,83.1656262722687,60.3132048556783,75,117,664,23.26438548976609,66.63333528965511,4785,237.38874552631125
2024-01-01 00:00:20,2,33.338548949173614,,0.37926892897460374,Normal,91.72621399460881,29.783639448722425,30,60,1408,16.757971243699537,50.7445172618806,1864,219.97913856711372
2024-01-01 00:00:21,1,28.70792646799503,141.60310483770755,1.0097873719284496,Normal,17.409462361457546,25.240620572565852,48,146,2890,17.620638943503273,38.16690755365144,2310,238.2637299674857
2024-01-01 00:00:22,2,39.062402287882755,104.18620665544549,3.2885533457767124,Normal,23.940902058246877,69.2090164980269,5,108,941,19.440685773895936,46.53122302413564,3798,219.9671404303441
2024-01-01 00:00:23,4,34.38490401151664,138.65693364426386,2.217506912750208,Normal,30.560769988466788,54.39957362632572,29,131,2722,23.516177118347073,66.93437088162909,2119,206.15661822839073
2024-01-01 00:00:24,4,38.603304057251,104.99684532843098,1.4534990682346027,Normal,55.808873546875226,27.350089420115967,44,183,1418,19.265593920686406,49.12626171467464,3805,220.0814786707997
2024-01-01 00:00:25,2,30.55175946544331,144.05946184471546,2.0931692802398953,Error,81.20548299708703,44.979081628692164,99,147,2934,21.274589377341815,64.9886044191618,3227,234.74456886295087
2024-01-01 00:00:26,2,25.178085495862792,115.21022590675018,2.225998231353172,Normal,16.43099722884552,37.89406228701418,88,65,2113,18.95811601920294,36.39330940666556,2292,231.42759384258449
2024-01-01 00:00:27,2,21.05653372729444,132.71966824152872,4.552761254107983,Normal,67.31316870925858,72.52867725354105,28,136,790,23.057203891170975,66.55833594437183,3787,217.3621269423435
2024-01-01 00:00:28,4,34.521697029677014,124.375113931014,0.5172914185247651,Warning,23.44019106433778,50.433210868760156,51,183,2625,17.002875862480135,47.22475221997745,1028,208.50173411216002
2024-01-01 00:00:29,4,22.42605996011068,118.31515726311694,1.3986537340380751,Error,97.43113610886388,54.650752766194586,28,192,2271,20.937694780399553,67.44507774123058,3668,223.24478429541023
2024-01-01 00:00:30,1,26.055502565439344,132.27209165917483,2.68782408291357,Warning,90.88960877665676,34.11742429570035,85,163,2180,20.77890188338267,64.64314077849326,2622,237.2490147507423
2024-01-01 00:00:31,1,30.64941815767795,147.3761490275619,3.4914346331529584,Normal,95.46245640511768,67.94381285548046,67,58,1773,19.03241825175987,56.39865227531697,3233,207.09968866127247
2024-01-01 00:00:32,4,31.288331755594953,102.06348736873109,3.1531864447962183,Normal,19.554748982443726,75.80607725579756,72,95,2093,22.0512805660778,56.91385667812078,1155,233.08160841668715
2024-01-01 00:00:33,2,32.01166393974272,145.9426427941552,4.708213688686972,Normal,53.92327445687727,67.54966092190834,84,185,2211,15.284766080245497,38.46031951507598,4176,205.8929844335577
2024-01-01 00:00:34,2,23.325106606994012,130.4540827510507,3.978044624097366,Warning,24.872191029853774,49.57154859186717,10,66,2817,23.414999885565322,54.11319115691688,2694,236.78403506678995
2024-01-01 00:00:35,1,27.594748096432973,140.3657150384526,2.7853842098721513,Normal,64.03199957048497,70.10533590583181,76,188,1463,18.479652295722552,51.97982287566816,4758,227.7302476656749
2024-01-01 00:00:36,4,32.34388454233933,119.19374767171388,1.0734134583675377,Normal,30.946520139567767,31.27753226974457,19,117,710,22.930225695748533,43.365881453618066,4776,204.3672552160775
2024-01-01 00:00:37,1,39.396377292675695,123.59214874188069,2.254371157011199,Normal,79.35678850320737,26.804819602335723,73,137,1063,18.050594915853523,50.224860969938234,4003,208.09699250784738
2024-01-01 00:00:38,1,34.552622753993774,143.4425375900582,3.4669112209723867,Normal,67.96023405847009,46.29314721737841,56,136,2342,16.879064670961622,67.16574208112917,1541,237.0768687720974
2024-01-01 00:00:39,3,38.452075141879156,120.74239849049115,4.1898108741804245,Normal,61.444413485854184,30.892068024716426,86,127,1580,18.894894730848726,30.21222655165832,2475,220.30265759908605
2024-01-01 00:00:40,3,35.244241166283544,126.73297833745426,4.798681122111937,Warning,84.27044421687968,35.549633366859226,95,88,2702,22.973669529903752,46.68496371190415,1101,218.13963206757037
2024-01-01 00:00:41,3,31.83433937784801,101.00974615421664,3.0272638306895883,Normal,55.0245727751454,55.10700552087593,87,132,2251,22.035180352854724,43.345548830834694,3549,202.330877668476
2024-01-01 00:00:42,2,23.840467382726892,107.92990029190211,2.6345968365221624,Normal,34.28665663111161,44.23418682702453,43,115,925,19.010312018659718,68.44924269679353,3503,203.36159165654138
2024-01-01 00:00:43,4,33.33371303785026,132.08432539874,0.08845961560574156,Warning,65.86349471200793,71.95269677662645,10,157,2349,24.378687244109507,68.95576925142772,3357,227.66594363314312
2024-01-01 00:00:44,4,32.46759131919814,135.84884505319386,0.3604953457508997,Normal,96.13563689780254,33.53674072850767,32,168,2615,19.087761858508742,53.42642142544218,1597,231.07735499154236
2024-01-01 00:00:45,4,32.04938340914533,129.13004683922497,10.0,Normal,64.10434270097852,79.80744193796318,90,171,801,18.50752728293342,52.00027873762666,2855,234.6802604013232
2024-01-01 00:00:46,4,29.795717359764815,107.16550181378054,0.2737996559481404,Normal,66.66575041354876,41.56360495558364,58,188,1250,16.447189109541206,66.12849987242099,4467,220.11239537882304
2024-01-01 00:00:47,3,30.573132079785513,122.27027142889175,2.004316194024632,Normal,94.12756131336978,50.92417103955438,86,175,649,15.702786457452287,30.261698950584183,2011,213.1429440086151
2024-01-01 00:00:48,2,26.688850542362083,117.7547383181595,1.684392725694361,Normal,56.374759027697046,27.939926588522948,67,99,1321,18.499024038514833,52.491224116892596,3059,225.0209051576171
2024-01-01 00:00:49,2,30.386253852846064,,3.1867707893419643,Normal,99.67217155433131,54.75794076476839,48,101,1345,15.92002186200627,30.985296332863726,3999,224.7552045488994
2024-01-01 00:00:50,3,23.951118113569564,143.51645172770472,2.6783255396670134,Warning,24.36958391797679,77.67709366609374,14,99,839,19.626349578887535,68.72649085268334,4730,201.38665593217132
2024-01-01 00:00:51,2,36.10348794720754,138.7930719329326,2.9798537969392984,Warning,58.333585871108816,64.9638666726207,2,82,2133,23.6000954371503,42.80638229365212,1803,237.55211204259064
2024-01-01 00:00:52,3,23.715539093974158,104.19947506945795,2.3598860146882705,Normal,29.16107569129433,34.6432736089711,66,102,2798,19.76116652694727,50.832052073541206,4698,225.70241092537208
2024-01-01 00:00:53,4,21.699325797789328,144.51545988872823,1.3886857427712855,Normal,50.79937315066233,46.55670265004377,88,62,1633,19.80580978271586,46.70274018389068,1141,200.25874282532254
2024-01-01 00:00:54,3,28.724920527143148,123.58835755749118,4.764126574732385,Normal,25.351651855159126,45.52599884174285,85,154,2717,17.53440620966565,65.74496496560737,3016,238.3853681397104
2024-01-01 00:00:55,4,33.16614879012124,137.19310724429994,0.4320457988006948,Normal,150.0,25.8768660555506,10,52,1216,16.662955759483967,69.99271776633661,4203,238.10603812568021
2024-01-01 00:00:56,4,28.754336498670828,107.0019615632176,4.694454997326536,Normal,28.972004466903716,73.15101084065995,74,192,2944,17.223288585106758,32.73551911944916,1644,237.8367900646187
2024-01-01 00:00:57,1,25.53508263902617,133.5359762853524,1.5561902343236733,Normal,38.802820512160714,42.887362998501196,54,155,2730,20.679884795511597,59.28124543933273,4369,235.55595138589314
2024-01-01 00:00:58,3,31.163423677808815,111.8163008804729,2.563307226836487,Normal,150.0,49.65557666624568,7,88,2547,20.91793114394393,44.719944957930146,1874,207.38544091185764
2024-01-01 00:00:59,1,26.940046708243997,121.91904485704657,0.5442116141377307,Normal,82.84079574775146,37.47486649259412,36,173,2616,17.201877926756183,35.56291678993654,1827,239.08691567259763
2024-01-01 00:01:00,3,,100.84314350410521,0.3546553418550463,Normal,29.86080375629922,29.143737607264253,27,161,2132,18.989203742316825,46.21750118541951,4620,230.4772980089706
2024-01-01 00:01:01,3,38.45290279207144,107.58053189652381,2.1477272435930144,Normal,47.491209562903755,74.12663718628842,19,127,932,20.686826843865063,69.9258652076349,4614,225.6302809392924
2024-01-01 00:01:02,1,30.04743639944191,104.60402465618098,3.7084868818983905,Normal,11.445142440702188,22.243848659606044,21,113,1317,22.604620385099505,44.30269197407484,4451,237.70682445895844
2024-01-01 00:01:03,1,26.55767988036517,111.98720864691292,1.3468238877427448,Normal,19.439338895360393,43.99277007896784,57,104,2638,18.197693600424365,41.09597953858229,1312,215.24349091781988
2024-01-01 00:01:04,3,34.74264827913278,105.00090450121611,2.8117394446766,Normal,90.66447103719264,63.84172561681895,45,146,2330,17.713569200152392,63.846854983996465,4313,237.2547596907841
2024-01-01 00:01:05,2,20.734258869661332,134.5955013309781,1.3932517026140916,Warning,85.3444183456401,38.53147509205196,74,117,1499,22.304669993217747,64.71751999293826,3602,224.22738010503684
2024-01-01 00:01:06,4,29.495380120873023,101.45199511046097,1.943065304465204,Normal,85.68302072096752,46.761716417734746,22,153,1724,20.138121707376776,43.55476619327861,3761,223.1718946480876
2024-01-01 00:01:07,1,26.72646788540667,130.8870250312499,4.532231592369124,Normal,47.02180755293714,53.86863506204691,97,85,1074,23.567465911944677,41.94692562449723,3358,225.83805668084602
2024-01-01 00:01:08,4,38.410717702051095,107.03539154127871,4.279198127474598,Normal,22.737771896649775,79.70489673414843,33,91,973,17.11003020387318,55.89125910189668,3648,230.16641369569996
2024-01-01 00:01:09,2,20.24006054545365,147.25807285889485,2.580087717088149,Normal,19.71050693448845,65.49808026805198,49,167,2355,22.7094287609125,38.2071393488244,1979,217.79680405305513
2024-01-01 00:01:10,2,31.05629751436698,146.6547036554927,1.1905281373603938,Normal,64.50424523206439,78.02692242540742,46,98,2474,16.620335074175095,49.34741610490773,4923,239.22417215957398
2024-01-01 00:01:11,2,34.81327162133252,111.27515512604813,0.9659195636651141,Normal,84.53739294177666,61.58872843936163,87,65,729,20.847712444967797,35.65374766590837,4336,203.5407517375649
2024-01-01 00:01:12,1,29.700359750480825,130.72106491115147,4.770436765178571,Normal,91.01030339262188,36.14317328554817,48,159,677,17.836337083146866,42.19019112931407,4915,236.5529612536887
2024-01-01 00:01:13,2,21.708060603254435,101.40026597362292,1.0135829825534377,Normal,150.0,37.24932854240173,2,151,2504,16.01090957599589,41.899259907949784,2587,226.29692419515268
2024-01-01 00:01:14,1,39.44922780055805,146.5894271525587,10.0,Normal,38.89239128501082,69.34785820203466,29,162,2125,21.167646045671425,57.795998600377835,1619,236.39665984598938
2024-01-01 00:01:15,2,30.360208627521956,126.14936540958549,1.8448510476776865,Normal,19.07889911752822,45.66280947180051,22,60,1965,20.067989598960615,41.29092139979035,3380,214.75040090353164
2024-01-01 00:01:16,4,,102.16115757088895,10.0,Normal,79.69688103412108,42.21345160419625,64,111,1268,19.85980188546242,65.93982813562272,2204,233.15994934595096
2024-01-01 00:01:17,4,24.732195654150146,117.12499965040686,1.8407787018139392,Normal,34.8121244009025,76.7056415823763,17,117,2526,20.925194274537887,69.32184377476926,3410,224.63952429249477
2024-01-01 00:01:18,3,29.669961702136078,103.84247309306171,1.7575831245536304,Normal,53.283652260708664,20.793989988245116,51,83,2878,18.724372174550567,33.24246805029804,3336,233.2443539255553
2024-01-01 00:01:19,4,28.582989839166437,119.64722196866799,3.1873181443881156,Normal,93.60075740759491,51.498013112111735,66,87,1043,21.70167561752145,45.905905273904125,1001,213.00089506550066
2024-01-01 00:01:20,3,21.497916840039675,133.49631710806614,4.807584033134097,Normal,77.69941572924432,66.50459943726918,87,171,1679,16.3084373093851,42.07364253976549,1534,236.69204649895684
2024-01-01 00:01:21,4,22.123207070949345,123.49449540207198,4.881048028982164,Normal,14.746410666016459,64.17014097094801,24,160,614,22.149714836366613,44.079605140438005,1783,236.96963485705697
2024-01-01 00:01:22,1,36.74945039237549,119.18610873597272,3.5360307323349263,Normal,10.73391350134867,42.05446322827891,1,175,637,20.79813714280698,40.614195442798106,4247,218.9929316605556
2024-01-01 00:01:23,4,24.796399044131803,105.95785227702324,3.773031828181768,Normal,80.86671332923672,52.13889871020881,57,92,2933,19.864726400357913,45.306594448121,1247,216.01259500662889
2024-01-01 00:01:24,3,23.899165429972612,112.24695228468282,2.8170108798651383,Normal,59.72502132808261,20.33463768127247,85,99,1338,16.27650399967925,35.65658371075954,1360,223.00776360006614
2024-01-01 00:01:25,3,30.098229025002787,105.00716438691755,3.7788786956616596,Normal,74.83009684264307,52.08981618210386,72,152,1466,17.782644794966235,41.19273102181351,1213,208.0073760154103
2024-01-01 00:01:26,2,35.37494262725026,140.37493658283304,4.298898274852483,Error,24.113378964395217,55.4240735839653,53,69,2530,17.95296578619582,59.91271511825536,4715,219.8483839045683
2024-01-01 00:01:27,1,21.23893037157976,106.76199139923612,2.4304765159751165,Normal,88.48430649735582,72.48748025553266,15,64,2504,17.33812653909935,43.7618610260704,4571,235.87283179631146
2024-01-01 00:01:28,4,31.536158392765117,129.7686683274447,3.099311314150515,Warning,79.59924811130158,32.64423618860609,62,181,1893,24.541797265204025,38.31339589299392,3456,214.60703995626938
2024-01-01 00:01:29,2,22.38420885681147,117.13702067944229,2.6865834761652385,Normal,90.17550226491524,69.50874274446852,42,76,2817,24.15641557849043,34.33776154259366,3627,229.44195184616277
2024-01-01 00:01:30,4,20.72922101651237,111.29891923275918,2.812353067643386,Normal,40.698647439172376,63.083990645318494,43,153,1886,20.461332138392507,43.92016589132744,3754,224.9249094217333
2024-01-01 00:01:31,4,21.05487904324435,131.97342197460517,4.450239549369704,Normal,34.81346757549217,59.961851893159974,15,97,1768,17.056725832402233,55.73636354481409,1497,210.45560505014848
2024-01-01 00:01:32,2,36.68328216416883,122.85011546884704,1.7780841510278511,Normal,23.65582959315342,43.66326945804558,78,198,2374,24.11138365072989,40.13219484266684,3155,221.27061524691462
2024-01-01 00:01:33,2,22.359449672561233,120.00727336422796,1.040920128003121,Normal,93.70796571522973,42.04606288625904,6,91,904,22.49406532856174,46.897827636634524,1038,234.10364646471783
2024-01-01 00:01:34,2,20.903027288245838,129.6426002446111,2.2814005513681455,Normal,25.914628320205665,62.195673346027114,26,102,2406,15.387718389540371,68.09594318996687,4180,222.19675542563803
2024-01-01 00:01:35,2,28.757997742858244,124.56338142450004,1.0404259524063257,Warning,20.738551034035453,79.41339285513209,17,198,2643,19.907115217364936,52.09451407334105,2005,227.87377635044226
2024-01-01 00:01:36,2,36.879869438840494,115.17421042757803,2.4920021283100957,Normal,27.34103880881041,44.321225550722275,6,74,1450,21.049446231076605,51.27754463456654,1371,231.015568486641
2024-01-01 00:01:37,4,25.248167529786038,127.95306438826259,4.517540526785293,Normal,79.4243554084102,75.11598665580296,85,130,1759,15.664733640634276,46.39773250276359,4093,201.97598519768027
2024-01-01 00:01:38,2,28.434252350518328,133.4749288275347,3.087167602412389,Normal,90.05763114845928,55.19270494186461,61,131,2533,15.498310311557246,52.273599080290225,1187,202.0501760939753
2024-01-01 00:01:39,1,20.798450651275026,101.33465792934271,4.277164266515388,Normal,82.98221108467818,72.0899392141917,60,169,1897,19.635239584851806,69.38269097588712,3211,204.59839929578726
2024-01-01 00:01:40,3,28.98157028269752,123.29358644538377,0.830954598077559,Warning,60.69146975841563,33.031426822516,61,110,2585,15.019517133376276,40.15227621835719,3736,206.52001340663807
2024-01-01 00:01:41,2,31.552261612742676,102.88416422917719,4.504367962685884,Normal,99.44958256999509,65.73392448466927,61,156,886,15.468355594111364,67.6771157939724,1600,232.45770587621706
2024-01-01 00:01:42,2,31.418141075042897,109.32027070340555,3.008935822035579,Normal,16.19686580441039,70.0966106445095,12,76,940,16.651376638119398,35.96283937507991,2998,217.42344174487232
2024-01-01 00:01:43,4,26.648533843487304,128.02543670389866,0.158798943702399,Normal,88.0472510039463,69.93014839407957,58,181,2957,24.099707740291123,34.44421454186224,1288,207.41050990783074
2024-01-01 00:01:44,2,26.31066361326271,143.30944576327903,3.165594776425184,Warning,48.4942475542392,67.08268272197174,82,109,2053,22.662835270127076,56.18677982972656,2100,221.27208823634905
2024-01-01 00:01:45,2,22.132472378731958,144.14028395942424,10.0,Normal,50.96101138349198,38.25173778396265,25,144,1311,19.504260042372866,40.047160986762876,3258,230.5336092590009
2024-01-01 00:01:46,2,27.335966412925366,103.49720050693156,0.39583500237681035,Error,21.483540428615246,51.317013186999574,16,68,994,19.792056674736628,47.77569225229708,1658,205.60254715379992
2024-01-01 00:01:47,4,21.989893377459293,120.95525431433533,2.9122806523478606,Normal,13.008967691844557,37.98228681049231,16,194,2092,21.860245491059352,59.1861907431135,1838,213.7761023739093
2024-01-01 00:01:48,2,35.33191889424103,129.15032415022756,4.577393014348574,Warning,38.496549346249,40.57795440252277,15,110,2865,19.743865363248126,51.39366012652389,2392,207.77479393526863
2024-01-01 00:01:49,3,39.32548595496372,107.35349522751717,0.0484758416718728,Normal,25.736817980253633,38.07313301529215,56,66,2209,15.639251088468967,30.549973973221178,3565,225.8549964141219
2024-01-01 00:01:50,4,39.40148913333414,138.2716108372386,3.154564632329116,Normal,53.50048804641804,37.05362288009839,12,118,1389,22.387313750670096,42.23372931892147,4867,205.4733972871528
2024-01-01 00:01:51,3,,137.21176292186195,2.3745114591548133,Normal,23.259747344839475,61.605300350513865,68,147,1864,15.577498256442997,32.58746679169117,2886,231.24382667730652
2024-01-01 00:01:52,4,32.01584298679238,145.16705068533975,1.734946593243053,Normal,22.413496285204815,59.01582195887705,97,88,1410,19.86093132448029,67.04458200222811,2216,208.312920174327
2024-01-01 00:01:53,2,34.0173139448776,100.42430060417215,3.13768244972688,Normal,88.92810856934645,32.25585407738745,18,120,2282,23.617075095976567,61.78594373667212,4019,202.34407983572058
2024-01-01 00:01:54,3,25.70411605360828,110.83421219945014,0.2635104729370846,Normal,92.9165231193768,61.491123206002044,92,63,1913,16.173797000280334,69.35366734705644,2228,236.43474479680208
2024-01-01 00:01:55,4,32.61540840345241,141.3593357122661,3.765315231437001,Normal,96.7794587729119,37.46411575646867,92,193,2222,22.066279124720683,65.4043804976699,1205,213.32849268129763
2024-01-01 00:01:56,1,29.11299098879755,133.52900254134676,0.022397384598538128,Normal,71.24521985865206,32.103100072988134,90,99,1546,15.463279255510741,49.01328082625339,2805,220.10981622073993
2024-01-01 00:01:57,2,29.64034679553865,144.71949268492455,1.5346787189617612,Normal,79.39148543162824,64.83511282411564,75,75,1171,24.930596184793842,65.30390068842146,2899,204.03968667285528
2024-01-01 00:01:58,4,35.15553120750316,102.85898272651333,2.519793188423392,Normal,85.22062797183662,41.77208556852981,53,194,1578,21.820863803221492,56.897544533130876,4723,219.17846652255238
2024-01-01 00:01:59,1,25.638367111945033,129.84819828582215,1.8851112528327585,Normal,69.3029853208598,54.16103145947983,68,75,2571,24.689896188867365,50.98398625564003,4934,208.90251206694813
2024-01-01 00:02:00,4,26.360792233890397,128.4523287446837,1.5373796760279124,Normal,39.72187942322762,32.007437627937584,60,92,1503,21.682239646072397,44.82584183671535,2850,233.61514001048295
2024-01-01 00:02:01,1,38.49283582257273,101.78372081802662,4.154175727340481,Normal,24.07482985901717,56.82163023955519,93,106,1641,17.422831402521837,57.23864703745618,4526,228.55017774507934
2024-01-01 00:02:02,2,21.124485897019444,125.67610384562417,4.6741628713595444,Normal,31.354597644233507,32.47960607529923,48,155,2269,24.263645136096024,53.60533691815819,4427,226.5322395399982
2024-01-01 00:02:03,3,29.712685968266808,130.4760155654962,4.368563424529444,Normal,85.63726462644664,30.01261540601608,28,52,1997,21.26670184829193,54.567399303326326,2616,231.25045443477558
2024-01-01 00:02:04,1,38.25601600815723,109.56465871010536,2.6121565652499985,Normal,72.64875144581572,43.191714307106594,58,118,1567,20.759370506078472,45.99325324628016,3055,211.74872753059594
2024-01-01 00:02:05,4,32.20726015636314,,4.420820875967415,Warning,51.02161871735364,67.40371036489493,22,197,2935,19.291118929969276,59.572604571597736,1589,218.14595171928454
2024-01-01 00:02:06,2,30.92814148424264,132.01736731488685,4.604307825907719,Normal,12.646456946240743,30.59206089560286,60,151,1417,17.845939094085363,33.253710705349114,2289,203.46282574242403
2024-01-01 00:02:07,1,24.994883584587104,123.41504737999792,2.04619198523731,Normal,33.95839333904948,27.021594050814493,0,182,643,20.30069569646959,59.04635851116831,4413,202.7113776658023
2024-01-01 00:02:08,4,26.865509781288964,142.90068287841635,1.4172292975272271,Normal,75.60077438131874,21.898861547708954,68,186,627,18.66057708811218,59.23045254427824,3404,213.16366118992406
2024-01-01 00:02:09,4,37.04096831609386,117.11908830045942,0.4913260290666016,Normal,150.0,44.9579453918257,47,191,2291,23.54024404356883,50.6377358152551,1591,232.90980873864166
2024-01-01 00:02:10,4,31.184362635369162,113.33298291941006,2.3954596052461454,Warning,49.1979245034205,36.92150389381462,3,60,1048,15.287985419677572,40.531326010739406,2733,223.90660194559655
2024-01-01 00:02:11,1,30.294843875135598,149.24329701724213,4.731484602192207,Normal,38.2311460701917,37.526507036737925,10,195,2694,20.300914848769988,50.77106057625478,3863,216.98040812435377
2024-01-01 00:02:12,1,21.99159427080058,145.55678850650418,2.804537640351855,Normal,64.62386475193216,78.91651656770884,42,159,2385,23.365648885727307,34.9234474170419,3647,238.67960952962747
2024-01-01 00:02:13,1,20.320563129102464,101.44963724994899,3.337810508930858,Warning,96.97468468345203,31.647404174301272,13,169,608,15.276063713829833,41.4057510154822,3997,217.68677968170329
2024-01-01 00:02:14,3,39.27370377374098,138.5364307653283,0.5644190924592379,Normal,91.10112789677555,47.505623031164916,31,183,829,17.823026762648457,46.85199514377103,1253,218.75517093150293
2024-01-01 00:02:15,1,27.53972334573683,105.51673869126014,0.7175983207112813,Normal,12.744814427585382,79.18209027434031,99,52,2905,15.515225566343881,56.92935139960254,2585,239.7011870966085
2024-01-01 00:02:16,1,32.06426124199009,,2.3223663097983627,Error,53.28584403251012,21.837083157320773,55,123,676,20.95003769811543,37.48867071020162,2582,205.254508555591
2024-01-01 00:02:17,1,21.5943014637457,113.68477579831745,4.7563239949186285,Normal,39.65223682422529,61.79944668052164,76,198,963,18.16736074391732,36.32683006929456,2692,210.22455676227716
2024-01-01 00:02:18,3,33.662285714460936,113.46729395305522,1.8039232079576446,Normal,55.954419610582086,42.264977135205186,95,90,1873,24.597300379159257,54.31185448671116,3405,218.13227523556225
2024-01-01 00:02:19,1,38.651334174119214,140.96593811734823,4.3874202065876675,Normal,150.0,74.36585681670599,49,109,559,21.162936059356735,57.18182164012084,4080,222.85168464151718
2024-01-01 00:02:20,4,31.513305059948394,135.53336229714176,0.6014429671285576,Normal,28.002526119779212,74.71648626362443,61,163,1405,20.61802004690509,33.3462301125324,4824,205.9232986124696
2024-01-01 00:02:21,1,22.52230644750821,149.0804713666007,3.0850860346685502,Warning,80.34112625934307,43.232764156357334,8,127,2904,24.172397653455633,31.326527338784068,4055,213.1529030340118
2024-01-01 00:02:22,4,31.634430549469535,135.5756450155909,3.003064884552591,Normal,52.75612450773697,33.28780791681586,30,150,526,17.235754060709162,35.885994056046634,4649,208.81055233976682
2024-01-01 00:02:23,4,35.32694426209305,120.9127776628024,4.299373750351342,Normal,99.28054494084215,45.680206298049214,50,141,1595,20.622422595228077,66.0410680642899,1738,233.99584180155426
2024-01-01 00:02:24,4,28.128330731480375,134.94638304726084,0.016583522024507524,Normal,12.261464716920509,77.91837647686384,49,127,1135,20.42782634958325,56.905541407495036,1836,233.38479718216365
2024-01-01 00:02:25,3,37.59675495882936,149.97295335932012,0.9496583359878608,Normal,27.074725856781264,36.88391534722721,80,136,2777,15.821142343109361,66.84103644060897,4125,209.5934886178116
2024-01-01 00:02:26,3,32.97365906714729,135.5070941281264,1.0984381271474086,Warning,72.06668205043583,78.87906789398195,76,130,1109,24.32059786373956,56.58859212668669,2423,217.3970481458784
2024-01-01 00:02:27,3,37.98497836578405,138.0840677990159,4.749830440453687,Normal,72.5661771873003,69.16348986780963,29,165,1540,22.00234732261908,68.60948962892289,3546,226.06569819093588
