Temperature_C Pressure_psi
38.59395304685146 68.3546003391834
36.16240759128834 64.86678794321926
32.66807513020847 57.43586947679136
 66.87632039852068
36.07344153798229 63.2995159024342
23.731401177720716 42.104280774989334
37.85117996979956 67.6392292193515
30.786844838313016 
36.14880310328125 63.64955468992596
37.92182599846986 67.88453780277426
26.360069499437277 46.36563964745782
22.201038490553536 39.61281667506375
24.558703250838832 43.78629430302078
28.542155772525128 50.71143056802266
36.36029531844986 64.01722954773666
37.21461166512687 65.92138373491495
20.139042610623815 35.88941529579264
30.214946051551316 54.22821815836189
28.348220062975578 50.76027377299551
24.442156209414605 43.53601401259882
22.397307346673657 39.47114456752501
26.75230342807256 47.1263913549837
38.858194078250385 69.60314909813438
26.464058640415104 47.21126789336906
30.37581243486732 53.721490721114165
34.060379177903556 61.280114544410296
27.27259204758588 48.96034021847215
39.435641654419214 70.3564476307897
39.24894589884222 69.43024917631017
25.035645916507285 44.21887638012035
 53.83018871403156
26.017566196335395 46.12763634643517
25.696809887549353 46.01731174006483
20.737738947090655 37.28542871553248
32.19128667959794 57.146668120020905
30.05358046457723 53.59517811381285
21.029575024999787 36.912451944881724
25.57292928473223 45.60704716625278
38.165317719333075 67.21974257073472
 44.235823731697664
22.897897441824462 40.2070070508518
29.78905520555126 52.88843581823135
39.71300908221201 70.5523233349036
24.84110543023001 44.09249231171178
33.44271094811757 59.81008951429875
35.232392306574354 63.005864827319186
24.752750879847994 44.211553787149484
34.56432697223719 61.59916637430303
27.355662654385064 49.12942196949906
32.64611661187159 58.090322714225536
32.670594215217896 57.7625334701802
30.71549368149517 53.863014624744096
21.805795401088165 38.764335509675966
36.70604991178476 64.67356313272809
26.415601299434716 46.75839468146358
23.730370207997083 41.60740973002112
20.81550283109528 37.11413847174675
31.817858863764837 57.11188072324362
33.55128723684565 59.28019759672279
20.331756578557123 36.41880145685301
30.24186116598562 53.13424171390557
24.529915503958758 43.834277936081456
32.903455808188994 57.73226703038615
23.487328580099827 41.426552591061366
33.81875476204932 59.81196636867009
27.734706926010748 48.773161139767275
38.73459977473469 68.16287110612431
22.750418882919867 40.62827562211708
26.82132702100517 47.085753267577566
22.269470424811782 40.03145448410471
38.49387236557126 68.86313959635609
37.54678706761962 66.39658754280238
25.15883255430311 44.83890137409991
33.199680920683576 59.31366080999334
36.34444400402432 64.70308700277035
31.10401623198925 55.4135426551893
30.59301156712013 54.95888259411094
24.837045818009035 44.579018808014666
21.862055356117985 39.277479626014284
37.944315159066534 68.10198753390371
38.00836114326661 67.83716617810708
32.66202914546536 57.98163748593378
 47.538663826017306
26.984191492253217 48.28333312361103
34.51911357740479 62.02315277916559
37.94220519905154 66.58591767743815
37.741728485302346 67.72267166843378
35.597510917152476 63.827965910775454
32.84063292308576 57.63493342031209
21.682799299900978 38.676687769974585
23.232574281892276 41.80598060938889
37.97108377054158 68.08631442588039
32.1285811931918 56.34596941426419
20.183941032332594 36.27559262112122
22.02943085732064 38.76215209764436
33.27003538216111 58.36312544936042
20.101231676924375 
23.216161028349973 41.20922922905897
30.974675787331723 55.488249494605334
33.83790395385387 
33.03922519005201 58.48332548559541
24.485386189211198 43.04214356979321
34.24358442695072 60.4454608555566
 44.439803702701084
26.507993963185356 47.31131293310096
34.92982810236048 62.324201683651644
32.992657980944294 58.169296381802816
36.98446820988356 65.01320381023207
33.15225784600687 59.50746358795328
31.36617206670943 56.39073021004471
21.87349535656185 38.357218519375536
27.35431606118867 48.61516382933299
25.30404735363451 44.85854397427387
24.87979286758167 44.47820380920778
39.46021109504891 69.67081382350722
27.861954493335208 49.64294551141985
37.84093110354227 66.39787983374065
32.62277251994526 58.452203984092534
35.89622607083297 63.26681181441231
30.052741862103844 53.0840150236856
31.53807769252718 55.80808872240347
29.850353876377277 52.5664970437139
23.90485975596089 42.82033426364998
34.44904230523011 60.424112467874515
25.615447248817116 46.04267569850799
20.486319328629076 36.824279721866375
32.909445918143355 58.972932123779955
23.542213588140978 42.33965472522506
38.80917168705828 69.41301506105357
39.07857154005175 69.50674544824395
38.29728780440897 68.42206118158273
27.403174005108887 47.98096685160851
20.30913233057735 36.256999895435825
38.566371251754504 67.59219096128588
28.563682966346285 51.27417331073779
39.33309638087339 70.61607579201097
39.272399541785056 68.97118028074128
37.060189109347206 66.13469129551991
25.888977841391714 46.190589163890834
27.701954572038506 49.18831228301464
37.02273343033714 64.85610568222627
26.338440103125553 46.26253558741174
23.38985493372185 41.72326409679715
 55.33255402871621
38.723095483215616 67.87497664500549
33.920595933499456 60.25883455690668
31.4012234017873 56.30549407264646
21.943529875415372 39.39817843053163
32.3001445339834 57.670893218567045
39.801077002085265 70.99058253190196
22.801680304730482 40.79978671042056
30.366593047274733 53.364104146940115
37.54746143855911 66.08512490655875
34.81537235508409 
33.94031481990536 60.1809434915637
34.049681679742186 59.920814310313894
 48.5242772766649
25.871836885289866 46.2543774505799
36.18722310957027 63.83769481015889
36.20226789358362 63.940420424618615
37.341446371602075 
38.26481105112943 67.51645500633033
30.226847977218757 53.46812885126247
30.030325893743992 53.23537562491495
35.9659035793355 63.83103726657844
32.999278615555305 58.56881801166664
34.03933754515407 60.63943017443673
35.91585338872202 63.49067850111785
37.800106836351326 67.12164650904798
26.759903137030715 47.526987139068325
27.51165905279888 48.29840951708339
21.87963879681738 38.99786760815471
31.56560281992348 55.69883142534554
20.71884547593484 36.326629115179244
29.311960362649202 52.26432075620994
30.85289269415153 54.0872536449864
25.730825042565687 45.61744319201161
31.816665211380215 56.68730969522238
20.610004998780987 37.116551885627715
20.746963774984287 36.86155309407927
36.45201121319317 64.39096418709431
27.20381282822526 48.29590590979597
22.541210253037697 39.68768797375073
30.444865201096086 53.96518207369128
35.39987106197222 63.51511933736977
24.316420549936865 42.73923773138178
32.45780951638 57.681539246966196
21.70694929987536 38.68095224781782
21.033634423372153 37.15804598438105
30.62709263136296 54.74435768272856
30.81270243220213 54.96475715830129
32.74859802996413 58.08979649203196
 61.53801833742103
39.517041589250695 70.8350653012504
30.326006966023904 54.000914157077574
26.45912945882492 47.07596622387421
35.90372389537407 
25.416645025241486 45.357671167093635
28.779428414112722 50.96412636251618
21.56912762684532 38.66844037130099
20.50701486830915 36.854601341717476
39.2529682935585 69.93319320386708
36.71960241024412 65.90731909100909
33.919484121873964 60.64200475024275
28.179058888285397 49.92929083975712
23.465886401416917 41.667275570776155
23.12874085342172 41.15461762912025
25.004857963291904 44.952561068871205
30.984533294122407 55.246955168870834
34.29191845400125 60.90280470089181
33.203947534354626 58.331774303445016
25.598677938918858 45.67124925076687
39.097305613263885 69.52470050498958
34.75793833391537 62.48002938245441
31.087081050228015 54.95403241351391
32.234414924687044 57.71225914564667
28.3920012485558 50.10707851445077
24.95461979002315 43.904916002236334
27.119453573025233 47.49557581880269
35.15692220928738 63.118625744656086
20.287869772595116 35.974790425687104
22.321452810138325 39.396376411339915
20.920052840435055 
 37.18635251208739
37.10921168022014 65.69081600007651
34.07315718760047 60.03259333285127
29.483476581746505 51.74550189946746
21.95668321302003 39.12674756557163
29.832317502336647 53.67743400310793
29.469435415611315 52.52686375642295
23.464037398200304 42.19295528218674
28.67703298475946 51.46373329245518
27.97009468794747 
32.317001961044326 57.995153793809514
32.701873017352874 57.2500612736712
20.90608019544089 37.13836997005149
27.492252292529425 48.849976109906905
 58.106812807479564
30.062725171601755 53.76617292866258
37.12979682376644 65.42723527118324
33.1738726323789 59.53729058806413
23.258688541628594 40.9310004713074
21.411374948008596 38.51923791243935
32.84838556412631 59.12266666057236
20.530226210832435 36.663171805724645
31.715511625469265 56.55080148637182
38.80460482849915 69.82793785688561
31.50948355751758 55.54286542204436
 49.498069106904154
32.86576436884707 58.202536680406624
29.165057809830333 51.303220221458865
30.9123357863187 54.31407458673642
38.8292961755305 69.33102119234634
 48.850987991228294
39.22381127647829 69.83713504757313
38.107012839121275 67.16001451948857
23.915822695785927 42.41537093072317
21.38722601750331 38.24146580650369
22.01556002754853 39.12859217679768
20.364436513030995 36.54511879240108
21.88885921511857 38.90150668077388
33.66013546832714 59.25214270158776
21.42377296920458 38.472566690986866
26.379512605875227 46.73535893096457
36.897506219389086 66.19099397390029
20.465438714716516 36.07231358051029
36.28936965177871 64.68070526311206
25.637095495468 45.096777050590454
22.363296552433127 39.2452965910095
33.934743307283014 61.10066487424941
32.57885693559768 57.05015409191575
37.549440270541055 66.84157010680397
34.70142087607772 60.77079360728904
36.06961860769697 64.13687120474661
25.64069145142613 45.019297644423226
23.548790875594456 42.1576602581144
35.012295032817164 61.803933298002526
36.136694785345284 63.88138557389656
 70.18991957628245
28.25235353822853 49.62255370382695
27.440361715855666 48.72710358712165
35.528259214839935 62.98970592570015
26.816070805060356 47.67139623209944
38.61514651207129 68.80497407123234
37.16825503686024 65.22918955542465
28.579880547500366 50.6256921492548
35.017421355829946 62.337973117515276
35.09085748169365 61.99596016642808
 38.84048611708431
 67.76287009162078
 53.78523208275209
36.52914932215484 65.31694554584955
26.400992020612236 46.65156613644602
37.91046456992401 66.55090580833968
27.784033574683264 49.9139842855886
20.216753029605968 36.09458046051344
38.10763952838528 68.51552332114491
21.82573353572267 38.373897643465625
26.3862727518083 47.063099684883596
39.0012393410161 68.6550772466647
39.012142938751126 69.98132300919596
 55.90777290706937
32.63674424339598 58.0035317044351
28.968910439566393 52.063708125303165
25.86421543396129 45.675581787545845
26.57329090739832 47.34571685023117
33.45036912154077 58.799532092887006
35.047490588753604 61.989531189978585
35.83158087451697 63.07418953881234
35.79236285589108 63.01690458636479
21.824122060973806 38.933608201923036
29.88840609405163 52.75284245501787
21.151175200332887 37.300036390882624
30.990577646474712 55.50554902995469
28.83061002746754 51.1565892416394
37.754083655166 66.80696228640241
27.018300251041573 48.403226258371205
22.341340328552118 39.663265755210375
22.859833641056717 40.956181590209134
 62.23386179721312
32.36436126632522 58.21422078514237
22.022453522455805 39.57635562480062
21.682136122299948 38.85661074806001
34.0193826291824 59.915811557794186
21.45526012728387 38.347138346631205
36.437201185807126 65.27467268963915
34.124844543129925 60.358503399269196
21.626975612837995 38.01896617041462
21.69675428170384 38.28184135230794
39.73279157002351 70.71577762329746
27.485415915122406 48.465485001382724
27.412842941337818 48.89934579798815
36.25599134515005 64.17835918978848
38.94497154767717 68.61297476384635
39.720021276457416 70.74770523640198
35.067563705178834 61.51758284811365
27.525191710618316 49.049020835047955
21.670014333973377 38.99828560143722
35.542938318548735 63.484458396787176
31.1680849947161 55.07542604309201
28.484440184939526 51.15140019072403
38.12708770189472 67.74866284945085
22.223949646123028 39.499058146425554
29.852502085817182 52.82656400051832
20.227072895348382 35.470181813890434
29.373212839882527 51.81959624164644
21.126065513636746 
22.376358325361437 39.46922983283439
22.350524935542097 
32.984206042321276 58.7879465694392
34.92089758530847 61.62468837412584
31.667375301943192 56.723345253941176
39.24345096949084 70.45948254573244
27.49741159047408 48.22528956509084
25.714241725637216 45.75868169110629
37.3719825637892 
24.47191677038905 43.52413147976593
 69.80632537613248
20.243089493796326 35.45551134470174
39.397576534152776 70.24314685009955
20.863198239011524 36.75583566531086
37.82286227396142 67.26738873764633
 54.85741550208829
39.85929592238601 70.15699170608465
21.475931294707976 37.89297763551115
31.077085688026415 54.50380267336842
39.38605071238198 69.91397794298906
30.461956883402976 54.65366921217203
32.58797276270525 57.93666085870855
33.914973779692346 59.96892524380537
29.090821295355465 52.246485031920315
32.55116160168127 57.850832177940546
31.686286238462003 57.01364616650734
38.02316020981978 67.98683032409278
20.908927606829156 37.56337346046792
25.619263791844606 45.68417424519585
39.008229681531176 70.2140597817297
37.80527567781833 
29.11313505571426 51.900482330734846
32.40265195603074 56.942081903066196
25.54762365962265 45.92489706162496
23.762423194475225 42.002243722898484
29.273968098799642 52.2228711453083
27.067044560521055 47.875245865633865
31.67312223701744 56.84980923240932
 37.85964936327136
